match_date,year,home_team,away_team,home_score,away_score,result,winner,goal_difference,total_goals,tournament,decided_by_penalties,penalty_winner,city,country,neutral
1909-03-15,1909,England,Wales,2,0,home_win,England,2,2,British Home Championship,False,,Nottingham,England,False
1909-03-15,1909,Scotland,Northern Ireland,5,0,home_win,Scotland,5,5,British Home Championship,False,,Glasgow,Scotland,False
1909-03-18,1909,Guernsey,Jersey,3,0,home_win,Guernsey,3,3,Muratti Vase,False,,Guernsey,Guernsey,False
1909-03-20,1909,Northern Ireland,Wales,2,3,away_win,Wales,-1,5,British Home Championship,False,,Belfast,Ireland,False
1909-03-21,1909,Belgium,Netherlands,1,4,away_win,Netherlands,-3,5,Friendly,False,,Antwerp,Belgium,False
1909-03-25,1909,Guernsey,Alderney,2,0,home_win,Guernsey,2,2,Muratti Vase,False,,Jersey,Jersey,True
1909-04-03,1909,England,Scotland,2,0,home_win,England,2,2,British Home Championship,False,,London,England,False
1909-04-04,1909,Germany,Switzerland,1,0,home_win,Germany,1,1,Friendly,False,,Karlsruhe,Germany,False
1909-04-04,1909,Hungary,Germany,3,3,draw,draw,0,6,Friendly,False,,Budapest,Hungary,False
1909-04-25,1909,Netherlands,Belgium,4,1,home_win,Netherlands,3,5,Friendly,False,,Rotterdam,Netherlands,False
1909-05-02,1909,Austria,Hungary,3,4,away_win,Hungary,-1,7,Friendly,False,,Vienna,Austria,False
1909-05-09,1909,Belgium,France,5,2,home_win,Belgium,3,7,Friendly,False,,Brussels,Belgium,False
1909-05-29,1909,Hungary,England,2,4,away_win,England,-2,6,Friendly,False,,Budapest,Hungary,False
1909-05-30,1909,Hungary,Austria,1,1,draw,draw,0,2,Friendly,False,,Budapest,Hungary,False
1909-05-31,1909,Hungary,England,2,8,away_win,England,-6,10,Friendly,False,,Budapest,Hungary,False
1909-06-01,1909,Austria,England,1,8,away_win,England,-7,9,Friendly,False,,Vienna,Austria,False
1909-08-15,1909,Argentina,Uruguay,2,1,home_win,Argentina,1,3,Copa Lipton,False,,Buenos Aires,Argentina,False
1909-09-19,1909,Uruguay,Argentina,2,2,draw,draw,0,4,Copa Newton,False,,Montevideo,Uruguay,False
1909-10-10,1909,Argentina,Uruguay,3,1,home_win,Argentina,2,4,Copa Premio Honor Argentino,False,,Buenos Aires,Argentina,False
1909-11-07,1909,Hungary,Austria,2,2,draw,draw,0,4,Friendly,False,,Budapest,Hungary,False
1910-02-12,1910,Northern Ireland,England,1,1,draw,draw,0,2,British Home Championship,False,,Belfast,Ireland,False
1910-03-05,1910,Scotland,Wales,1,0,home_win,Scotland,1,1,British Home Championship,False,,Kilmarnock,Scotland,False
1910-03-13,1910,Belgium,Netherlands,3,2,home_win,Belgium,1,5,Friendly,False,,Antwerp,Belgium,False
1910-03-14,1910,Wales,England,0,1,away_win,England,-1,1,British Home Championship,False,,Cardiff,Wales,False
1910-03-19,1910,Northern Ireland,Scotland,1,0,home_win,Northern Ireland,1,1,British Home Championship,False,,Belfast,Ireland,False
1910-04-02,1910,Scotland,England,2,0,home_win,Scotland,2,2,British Home Championship,False,,Glasgow,Scotland,False
1910-04-03,1910,France,Belgium,0,4,away_win,Belgium,-4,4,Friendly,False,,Gentilly,France,False
1910-04-03,1910,Switzerland,Germany,2,3,away_win,Germany,-1,5,Friendly,False,,Basel,Switzerland,False
1910-04-07,1910,Jersey,Alderney,7,1,home_win,Jersey,6,8,Muratti Vase,False,,Jersey,Jersey,False
1910-04-10,1910,Netherlands,Belgium,7,0,home_win,Netherlands,7,7,Friendly,False,,Haarlem,Netherlands,False
1910-04-11,1910,Wales,Northern Ireland,4,1,home_win,Wales,3,5,British Home Championship,False,,Wrexham,Wales,False
1910-04-21,1910,Guernsey,Jersey,2,3,away_win,Jersey,-1,5,Muratti Vase,False,,Guernsey,Guernsey,False
1910-04-24,1910,Netherlands,Germany,4,2,home_win,Netherlands,2,6,Friendly,False,,Arnhem,Netherlands,False
1910-05-01,1910,Austria,Hungary,2,1,home_win,Austria,1,3,Friendly,False,,Vienna,Austria,False
1910-05-15,1910,Italy,France,6,2,home_win,Italy,4,8,Friendly,False,,Milan,Italy,False
1910-05-16,1910,Germany,Belgium,0,3,away_win,Belgium,-3,3,Friendly,False,,Duisburg,Germany,False
1910-05-26,1910,Hungary,Italy,6,1,home_win,Hungary,5,7,Friendly,False,,Budapest,Hungary,False
1910-05-27,1910,Argentina,Chile,3,1,home_win,Argentina,2,4,Friendly,False,,Buenos Aires,Argentina,False
1910-05-29,1910,Chile,Uruguay,0,3,away_win,Uruguay,-3,3,Friendly,False,,Buenos Aires,Argentina,True
1910-06-05,1910,Argentina,Chile,5,1,home_win,Argentina,4,6,Friendly,False,,Buenos Aires,Argentina,False
1910-06-12,1910,Argentina,Uruguay,4,1,home_win,Argentina,3,5,Friendly,False,,Buenos Aires,Argentina,False
1910-08-15,1910,Uruguay,Argentina,3,1,home_win,Uruguay,2,4,Copa Lipton,False,,Montevideo,Uruguay,False
1910-09-11,1910,Norway,Sweden,0,4,away_win,Sweden,-4,4,Friendly,False,,Kristiania,Norway,False
1910-09-11,1910,Chile,Argentina,0,3,away_win,Argentina,-3,3,Friendly,False,,Viña del Mar,Chile,False
1910-10-16,1910,Germany,Netherlands,1,2,away_win,Netherlands,-1,3,Friendly,False,,Kleve,Germany,False
1910-10-16,1910,Russia,Czechoslovakia,5,4,home_win,Russia,1,9,Friendly,False,,Saint Petersburg,Russia,False
1910-10-23,1910,Russia,Czechoslovakia,1,0,home_win,Russia,1,1,Friendly,False,,Moscow,Russia,False
1910-11-06,1910,Hungary,Austria,3,0,home_win,Hungary,3,3,Friendly,False,,Budapest,Hungary,False
1910-11-13,1910,Argentina,Uruguay,1,1,draw,draw,0,2,Copa Premio Honor Argentino,False,,Buenos Aires,Argentina,False
1910-11-27,1910,Argentina,Uruguay,2,6,away_win,Uruguay,-4,8,Copa Premio Honor Argentino,False,,Buenos Aires,Argentina,False
1911-01-01,1911,France,Hungary,0,3,away_win,Hungary,-3,3,Friendly,False,,Maisons-Alfort,France,False
1911-01-06,1911,Italy,Hungary,0,1,away_win,Hungary,-1,1,Friendly,False,,Milan,Italy,False
1911-01-08,1911,Switzerland,Hungary,2,0,home_win,Switzerland,2,2,Friendly,False,,Zürich,Switzerland,False
1911-01-28,1911,Northern Ireland,Wales,1,2,away_win,Wales,-1,3,British Home Championship,False,,Belfast,Ireland,False
1911-02-11,1911,England,Northern Ireland,2,1,home_win,England,1,3,British Home Championship,False,,Derby,England,False
1911-03-06,1911,Wales,Scotland,2,2,draw,draw,0,4,British Home Championship,False,,Cardiff,Wales,False
1911-03-13,1911,England,Wales,3,0,home_win,England,3,3,British Home Championship,False,,London,England,False
1911-03-18,1911,Scotland,Northern Ireland,2,0,home_win,Scotland,2,2,British Home Championship,False,,Glasgow,Scotland,False
1911-03-19,1911,Belgium,Netherlands,1,5,away_win,Netherlands,-4,6,Friendly,False,,Antwerp,Belgium,False
1911-03-26,1911,Germany,Switzerland,6,2,home_win,Germany,4,8,Friendly,False,,Stuttgart,Germany,False
1911-04-01,1911,England,Scotland,1,1,draw,draw,0,2,British Home Championship,False,,Liverpool,England,False
1911-04-02,1911,Netherlands,Belgium,3,1,home_win,Netherlands,2,4,Friendly,False,,Dordrecht,Netherlands,False
1911-04-09,1911,France,Italy,2,2,draw,draw,0,4,Friendly,False,,Saint-Ouen,France,False
1911-04-20,1911,Guernsey,Alderney,2,1,home_win,Guernsey,1,3,Muratti Vase,False,,Guernsey,Guernsey,False
1911-04-23,1911,Belgium,Germany,2,1,home_win,Belgium,1,3,Friendly,False,,Liège,Belgium,False
1911-04-23,1911,Switzerland,France,5,2,home_win,Switzerland,3,7,Friendly,False,,Geneva,Switzerland,False
1911-04-27,1911,Jersey,Guernsey,4,1,home_win,Jersey,3,5,Muratti Vase,False,,Jersey,Jersey,False
1911-04-30,1911,Belgium,France,7,1,home_win,Belgium,6,8,Friendly,False,,Uccle,Belgium,False
1911-05-07,1911,Austria,Hungary,3,1,home_win,Austria,2,4,Friendly,False,,Vienna,Austria,False
1911-05-07,1911,Italy,Switzerland,2,2,draw,draw,0,4,Friendly,False,,Milan,Italy,False
1911-05-21,1911,Switzerland,Italy,3,0,home_win,Switzerland,3,3,Friendly,False,,La Chaux-de-Fonds,Switzerland,False
1911-06-18,1911,Sweden,Germany,2,4,away_win,Germany,-2,6,Friendly,False,,Solna,Sweden,False
1911-08-15,1911,Argentina,Uruguay,0,2,away_win,Uruguay,-2,2,Copa Lipton,False,,Buenos Aires,Argentina,False
1911-09-17,1911,Sweden,Norway,4,1,home_win,Sweden,3,5,Friendly,False,,Solna,Sweden,False
1911-09-17,1911,Uruguay,Argentina,2,3,away_win,Argentina,-1,5,Copa Newton,False,,Montevideo,Uruguay,False
1911-10-08,1911,Uruguay,Argentina,1,1,draw,draw,0,2,Copa Premio Honor Uruguayo,False,,Montevideo,Uruguay,False
1911-10-09,1911,Germany,Austria,1,2,away_win,Austria,-1,3,Friendly,False,,Dresden,Germany,False
1911-10-22,1911,Finland,Sweden,2,5,away_win,Sweden,-3,7,Friendly,False,,Helsinki,Finland,False
1911-10-22,1911,Argentina,Uruguay,2,0,home_win,Argentina,2,2,Copa Premio Honor Argentino,False,,Buenos Aires,Argentina,False
1911-10-29,1911,Germany,Sweden,1,3,away_win,Sweden,-2,4,Friendly,False,,Hamburg,Germany,False
1911-10-29,1911,Hungary,Switzerland,9,0,home_win,Hungary,9,9,Friendly,False,,Budapest,Hungary,False
1911-10-29,1911,Luxembourg,France,1,4,away_win,France,-3,5,Friendly,False,,Luxembourg,Luxembourg,False
1911-10-29,1911,Uruguay,Argentina,3,0,home_win,Uruguay,3,3,Copa Premio Honor Uruguayo,False,,Montevideo,Uruguay,False
1911-11-05,1911,Hungary,Austria,2,0,home_win,Hungary,2,2,Friendly,False,,Budapest,Hungary,False
1911-12-17,1911,Germany,Hungary,1,4,away_win,Hungary,-3,5,Friendly,False,,Munich,Germany,False
1912-01-28,1912,France,Belgium,1,1,draw,draw,0,2,Friendly,False,,Saint-Ouen,France,False
1912-02-10,1912,Northern Ireland,England,1,6,away_win,England,-5,7,British Home Championship,False,,Dublin,Ireland,False
1912-02-10,1912,France,Catalonia,7,0,home_win,France,7,7,Friendly,False,,Paris,France,False
1912-02-18,1912,France,Switzerland,4,1,home_win,France,3,5,Friendly,False,,Saint-Ouen,France,False
1912-02-20,1912,Belgium,Switzerland,9,2,home_win,Belgium,7,11,Friendly,False,,Antwerp,Belgium,False
1912-03-02,1912,Scotland,Wales,1,0,home_win,Scotland,1,1,British Home Championship,False,,Edinburgh,Scotland,False
1912-03-10,1912,Belgium,Netherlands,1,2,away_win,Netherlands,-1,3,Friendly,False,,Antwerp,Belgium,False
1912-03-11,1912,Wales,England,0,2,away_win,England,-2,2,British Home Championship,False,,Wrexham,Wales,False
1912-03-16,1912,Northern Ireland,Scotland,1,4,away_win,Scotland,-3,5,British Home Championship,False,,Belfast,Ireland,False
1912-03-17,1912,Italy,France,3,4,away_win,France,-1,7,Friendly,False,,Turin,Italy,False
1912-03-23,1912,Scotland,England,1,1,draw,draw,0,2,British Home Championship,False,,Glasgow,Scotland,False
1912-03-24,1912,Netherlands,Germany,5,5,draw,draw,0,10,Friendly,False,,Zwolle,Netherlands,False
1912-04-13,1912,Wales,Northern Ireland,2,3,away_win,Northern Ireland,-1,5,British Home Championship,False,,Cardiff,Wales,False
1912-04-14,1912,Hungary,Germany,4,4,draw,draw,0,8,Friendly,False,,Budapest,Hungary,False
1912-04-18,1912,Jersey,Guernsey,3,3,draw,draw,0,6,Muratti Vase,False,,Jersey,Jersey,False
1912-04-19,1912,Jersey,Guernsey,2,5,away_win,Guernsey,-3,7,Muratti Vase,False,,Jersey,Jersey,False
1912-04-25,1912,Guernsey,Alderney,4,0,home_win,Guernsey,4,4,Muratti Vase,False,,Guernsey,Guernsey,False
1912-04-28,1912,Netherlands,Belgium,4,3,home_win,Netherlands,1,7,Friendly,False,,Dordrecht,Netherlands,False
1912-05-05,1912,Austria,Hungary,1,1,draw,draw,0,2,Friendly,False,,Vienna,Austria,False
1912-05-05,1912,Switzerland,Germany,1,2,away_win,Germany,-1,3,Friendly,False,,St. Gallen,Switzerland,False
1912-05-06,1912,Russia,Finland,1,1,draw,draw,0,2,Friendly,False,,Moscow,Russia,False
1912-06-16,1912,Norway,Sweden,1,2,away_win,Sweden,-1,3,Friendly,False,,Kristiania,Norway,False
1912-06-20,1912,Sweden,Hungary,2,2,draw,draw,0,4,Friendly,False,,Gothenburg,Sweden,False
1912-06-23,1912,Norway,Hungary,0,6,away_win,Hungary,-6,6,Friendly,False,,Kristiania,Norway,False
1912-06-27,1912,Sweden,Finland,7,1,home_win,Sweden,6,8,Friendly,False,,Solna,Sweden,False
1912-06-29,1912,Finland,Italy,3,2,home_win,Finland,1,5,Olympic Games,False,,Stockholm,Sweden,True
1912-06-29,1912,Austria,Germany,5,1,home_win,Austria,4,6,Olympic Games,False,,Stockholm,Sweden,True
1912-06-29,1912,Sweden,Netherlands,3,4,away_win,Netherlands,-1,7,Olympic Games,False,,Stockholm,Sweden,False
1912-06-30,1912,Netherlands,Austria,3,1,home_win,Netherlands,2,4,Olympic Games,False,,Stockholm,Sweden,True
1912-06-30,1912,Denmark,Norway,7,0,home_win,Denmark,7,7,Olympic Games,False,,Stockholm,Sweden,True
1912-06-30,1912,Finland,Russia,2,1,home_win,Finland,1,3,Olympic Games,False,,Stockholm,Sweden,True
1912-07-01,1912,Austria,Norway,1,0,home_win,Austria,1,1,Olympic Games,False,,Stockholm,Sweden,True
1912-07-01,1912,Germany,Russia,16,0,home_win,Germany,16,16,Olympic Games,False,,Stockholm,Sweden,True
1912-07-01,1912,Sweden,Italy,0,1,away_win,Italy,-1,1,Olympic Games,False,,Stockholm,Sweden,False
1912-07-02,1912,Denmark,Netherlands,4,1,home_win,Denmark,3,5,Olympic Games,False,,Stockholm,Sweden,True
1912-07-03,1912,Hungary,Germany,3,1,home_win,Hungary,2,4,Olympic Games,False,,Stockholm,Sweden,True
1912-07-03,1912,Austria,Italy,5,1,home_win,Austria,4,6,Olympic Games,False,,Stockholm,Sweden,True
1912-07-03,1912,Norway,Russia,2,1,home_win,Norway,1,3,Friendly,False,,Stockholm,Sweden,True
1912-07-04,1912,Netherlands,Finland,9,0,home_win,Netherlands,9,9,Olympic Games,False,,Stockholm,Sweden,True
1912-07-05,1912,Hungary,Austria,3,0,home_win,Hungary,3,3,Olympic Games,False,,Stockholm,Sweden,True
1912-07-12,1912,Russia,Hungary,0,9,away_win,Hungary,-9,9,Friendly,False,,Moscow,Russia,False
1912-07-14,1912,Russia,Hungary,0,12,away_win,Hungary,-12,12,Friendly,False,,Moscow,Russia,False
1912-08-15,1912,Uruguay,Argentina,2,0,home_win,Uruguay,2,2,Copa Lipton,False,,Montevideo,Uruguay,False
1912-08-25,1912,Uruguay,Argentina,3,0,home_win,Uruguay,3,3,Copa Premio Honor Uruguayo,False,,Montevideo,Uruguay,False
1912-09-22,1912,Argentina,Uruguay,0,1,away_win,Uruguay,-1,1,Copa Premio Honor Argentino,False,,Buenos Aires,Argentina,False
1912-10-06,1912,Argentina,Uruguay,3,3,draw,draw,0,6,Copa Newton,False,,Avellaneda,Argentina,False
1912-10-06,1912,Denmark,Germany,3,1,home_win,Denmark,2,4,Friendly,False,,Copenhagen,Denmark,False
1912-11-03,1912,Hungary,Austria,4,0,home_win,Hungary,4,4,Friendly,False,,Budapest,Hungary,False
1912-11-03,1912,Sweden,Norway,4,2,home_win,Sweden,2,6,Friendly,False,,Gothenburg,Sweden,False
1912-11-17,1912,Germany,Netherlands,2,3,away_win,Netherlands,-1,5,Friendly,False,,Leipzig,Germany,False
1912-12-01,1912,Uruguay,Argentina,1,3,away_win,Argentina,-2,4,Friendly,False,,Montevideo,Uruguay,False
1912-12-01,1912,Catalonia,France,1,0,home_win,Catalonia,1,1,Friendly,False,,Barcelona,Spain,False
1912-12-22,1912,Italy,Austria,1,3,away_win,Austria,-2,4,Friendly,False,,Genoa,Italy,False
1913-01-12,1913,France,Italy,1,0,home_win,France,1,1,Friendly,False,,Saint-Ouen,France,False
1913-01-18,1913,Northern Ireland,Wales,0,1,away_win,Wales,-1,1,British Home Championship,False,,Belfast,Ireland,False
1913-02-04,1913,Philippines,China,2,1,home_win,Philippines,1,3,Far Eastern Championship Games,False,,Manila,Philippines,False
1913-02-15,1913,Northern Ireland,England,2,1,home_win,Northern Ireland,1,3,British Home Championship,False,,Belfast,Ireland,False
1913-02-16,1913,Belgium,France,3,0,home_win,Belgium,3,3,Friendly,False,,Brussels,Belgium,False
1913-03-03,1913,Wales,Scotland,0,0,draw,draw,0,0,British Home Championship,False,,Wrexham,Wales,False
1913-03-09,1913,Belgium,Netherlands,3,3,draw,draw,0,6,Friendly,False,,Antwerp,Belgium,False
1913-03-09,1913,Switzerland,France,1,4,away_win,France,-3,5,Friendly,False,,Geneva,Switzerland,False
1913-03-15,1913,Northern Ireland,Scotland,1,2,away_win,Scotland,-1,3,British Home Championship,False,,Dublin,Ireland,False
1913-03-17,1913,England,Wales,4,3,home_win,England,1,7,British Home Championship,False,,Bristol,England,False
1913-04-03,1913,Jersey,Alderney,5,2,home_win,Jersey,3,7,Muratti Vase,False,,Guernsey,Guernsey,True
1913-04-05,1913,England,Scotland,1,0,home_win,England,1,1,British Home Championship,False,,London,England,False
1913-04-17,1913,Jersey,Guernsey,2,4,away_win,Guernsey,-2,6,Muratti Vase,False,,Jersey,Jersey,False
1913-04-20,1913,Netherlands,Belgium,2,4,away_win,Belgium,-2,6,Friendly,False,,Zwolle,Netherlands,False
1913-04-20,1913,France,Luxembourg,8,0,home_win,France,8,8,Friendly,False,,Saint-Ouen,France,False
1913-04-27,1913,Austria,Hungary,1,4,away_win,Hungary,-3,5,Friendly,False,,Vienna,Austria,False
1913-05-01,1913,Italy,Belgium,1,0,home_win,Italy,1,1,Friendly,False,,Turin,Italy,False
1913-05-04,1913,Russia,Sweden,1,4,away_win,Sweden,-3,5,Friendly,False,,Moscow,Russia,False
1913-05-04,1913,Switzerland,Belgium,1,2,away_win,Belgium,-1,3,Friendly,False,,Basel,Switzerland,False
1913-05-18,1913,Germany,Switzerland,1,2,away_win,Switzerland,-1,3,Friendly,False,,Freiburg,Germany,False
1913-05-18,1913,Hungary,Sweden,2,0,home_win,Hungary,2,2,Friendly,False,,Budapest,Hungary,False
1913-05-25,1913,Denmark,Sweden,8,0,home_win,Denmark,8,8,Friendly,False,,Copenhagen,Denmark,False
1913-06-08,1913,Sweden,Norway,9,0,home_win,Sweden,9,9,Friendly,False,,Stockholm,Sweden,False
1913-06-15,1913,Argentina,Uruguay,1,1,draw,draw,0,2,Friendly,False,,Avellaneda,Argentina,False
1913-06-15,1913,Austria,Italy,2,0,home_win,Austria,2,2,Friendly,False,,Vienna,Austria,False
1913-07-09,1913,Argentina,Uruguay,2,1,home_win,Argentina,1,3,Friendly,False,,Avellaneda,Argentina,False
1913-08-15,1913,Argentina,Uruguay,4,0,home_win,Argentina,4,4,Copa Lipton,False,,Avellaneda,Argentina,False
1913-08-31,1913,Argentina,Uruguay,2,0,home_win,Argentina,2,2,Copa Premio Honor Argentino,False,,Buenos Aires,Argentina,False
1913-09-14,1913,Russia,Norway,1,1,draw,draw,0,2,Friendly,False,,Moscow,Russia,False
1913-09-21,1913,Chile,Argentina,0,2,away_win,Argentina,-2,2,Friendly,False,,Viña del Mar,Chile,False
1913-10-05,1913,Sweden,Denmark,0,10,away_win,Denmark,-10,10,Friendly,False,,Stockholm,Sweden,False
1913-10-05,1913,Uruguay,Argentina,1,0,home_win,Uruguay,1,1,Copa Premio Honor Uruguayo,False,,Montevideo,Uruguay,False
1913-10-26,1913,Germany,Denmark,1,4,away_win,Denmark,-3,5,Friendly,False,,Hamburg,Germany,False
1913-10-26,1913,Hungary,Austria,4,3,home_win,Hungary,1,7,Friendly,False,,Budapest,Hungary,False
1913-10-26,1913,Norway,Sweden,1,1,draw,draw,0,2,Friendly,False,,Kristiania,Norway,False
1913-10-26,1913,Uruguay,Argentina,1,0,home_win,Uruguay,1,1,Copa Newton,False,,Montevideo,Uruguay,False
1913-11-02,1913,Belgium,Switzerland,2,0,home_win,Belgium,2,2,Friendly,False,,Verviers,Belgium,False
1913-11-23,1913,Belgium,Germany,6,2,home_win,Belgium,4,8,Friendly,False,,Antwerp,Belgium,False
